stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
trough,set005-A2_216.txt,05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
speed,set005-A2_216.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-A2_216.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set005-A2_433.txt,05,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
speed,set005-A2_433.txt,05,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
distance,set005-A2_433.txt,05,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36
trough,set005-A2_434.txt,05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set005-A2_434.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-A2_434.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set005-A2_45.txt,05,31,25,25,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
speed,set005-A2_45.txt,05,1.42,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
distance,set005-A2_45.txt,05,10.68,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91
trough,set005-A2_86.txt,05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
speed,set005-A2_86.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-A2_86.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set005-A3_102.txt,05,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
speed,set005-A3_102.txt,05,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
distance,set005-A3_102.txt,05,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31
trough,set005-A3_126.txt,05,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
speed,set005-A3_126.txt,05,2.21,2.21,2.21,2.15,2.15,2.21,2.24,2.15,2.15,2.24,2.15,2.15,2.15,2.24,2.24,2.15,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24
distance,set005-A3_126.txt,05,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54
trough,set005-A3_6.txt,05,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402,2402
speed,set005-A3_6.txt,05,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set005-A3_6.txt,05,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92
trough,set005-A4_271.txt,05,6919,6919,6918,6918,6918,6918,6918,6918,6918,6917,6918,6918,6917,6917,6917,6918,6917,6917,6917,6917,6917,6917,6917,6917,6917
speed,set005-A4_271.txt,05,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
distance,set005-A4_271.txt,05,4345.95,4345.95,4345.32,4345.32,4345.32,4345.32,4345.32,4345.32,4345.32,4344.69,4345.32,4345.32,4344.69,4344.69,4344.69,4345.32,4344.69,4344.69,4344.69,4344.69,4344.69,4344.69,4344.69,4344.69,4344.69
trough,set005-A4_393.txt,05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set005-A4_393.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-A4_393.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set005-B1_226.txt,05,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
speed,set005-B1_226.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B1_226.txt,05,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set005-B1_351.txt,05,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257
speed,set005-B1_351.txt,05,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
distance,set005-B1_351.txt,05,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32
trough,set005-B1_5.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set005-B1_5.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B1_5.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set005-B2_125.txt,05,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958
speed,set005-B2_125.txt,05,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
distance,set005-B2_125.txt,05,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32
trough,set005-B2_306.txt,05,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753
speed,set005-B2_306.txt,05,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set005-B2_306.txt,05,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52
trough,set005-B3_109.txt,05,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set005-B3_109.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B3_109.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set005-B3_321.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set005-B3_321.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B3_321.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set005-B3_332.txt,05,847,847,847,847,849,847,847,847,850,850,847,849,850,852,856,849,851,854,859,862,852,856,861,863,868
speed,set005-B3_332.txt,05,0.22,0.22,0.22,0.22,0.25,0.22,0.22,0.22,0.26,0.26,0.22,0.25,0.26,0.29,0.36,0.25,0.28,0.33,0.4,0.45,0.29,0.36,0.43,0.47,0.55
distance,set005-B3_332.txt,05,530.91,530.91,530.91,530.91,532.17,530.91,530.91,530.91,532.8,532.8,530.91,532.17,532.8,534.06,536.57,532.17,533.43,535.31,538.45,540.34,534.06,536.57,539.71,540.97,544.11
trough,set005-B3_389.txt,05,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
speed,set005-B3_389.txt,05,3.33,3.33,3.32,3.32,3.32,3.33,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.69,3.32,3.32,3.69,3.69,3.32
distance,set005-B3_389.txt,05,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
trough,set005-B4_248.txt,05,1320,1318,1315,1312,1308,1318,1312,1311,1306,1304,1312,1308,1304,1302,1302,1306,1303,1302,1301,1301,1302,1302,1301,1300,1300
speed,set005-B4_248.txt,05,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.24,0.26,0.26,0.24,0.24,0.24,0.26,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set005-B4_248.txt,05,826.84,825.59,823.07,821.19,818.67,825.59,821.19,820.56,817.42,816.16,821.19,818.67,816.16,814.91,814.91,817.42,815.53,814.91,814.28,814.28,814.91,814.91,814.28,814.28,814.28
trough,set005-B4_41.txt,05,7,7,6,6,6,7,6,6,6,4,6,6,5,4,4,6,4,4,4,4,4,4,4,4,4
speed,set005-B4_41.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B4_41.txt,05,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0,0.63,0.63,0,0,0,0.63,0,0,0,0,0,0,0,0,0
trough,set005-B4_91.txt,05,15,13,13,13,8,13,13,12,8,6,12,8,6,4,2,8,5,4,1,0,4,2,1,0,0
speed,set005-B4_91.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B4_91.txt,05,0.63,0.63,0.63,0.63,0,0.63,0.63,1.26,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set010-A1_169.txt,10,9630,12074,16694,16654,16654,15074,16654,16654,16654,16654,16654,16654,16654,16654,16654,16654,16654,16654,16654,16654,16654,16654,16654,16654,16654
speed,set010-A1_169.txt,10,0.39,0.53,0.43,0.42,0.42,0.62,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
distance,set010-A1_169.txt,10,6030.42,7578.55,10486.96,10461.82,10461.82,9428.9,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82,10461.82
trough,set010-A1_83.txt,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set010-A1_83.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-A1_83.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set010-A2_194.txt,10,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
speed,set010-A2_194.txt,10,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set010-A2_194.txt,10,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91,1267.91
trough,set010-A2_20.txt,10,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372
speed,set010-A2_20.txt,10,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
distance,set010-A2_20.txt,10,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77,860.77
trough,set010-A2_261.txt,10,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752,3752
speed,set010-A2_261.txt,10,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
distance,set010-A2_261.txt,10,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13
trough,set010-A2_330.txt,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
speed,set010-A2_330.txt,10,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
distance,set010-A2_330.txt,10,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
trough,set010-A2_97.txt,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set010-A2_97.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-A2_97.txt,10,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set010-A3_141.txt,10,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
speed,set010-A3_141.txt,10,1.12,1.13,1.13,1.14,1.13,1.15,1.14,1.14,1.13,1.13,1.14,1.13,1.13,1.14,1.14,1.13,1.13,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
distance,set010-A3_141.txt,10,10.68,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31
trough,set010-A3_313.txt,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
speed,set010-A3_313.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-A3_313.txt,10,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set010-A3_333.txt,10,32,32,32,32,32,32,32,32,32,33,32,32,32,33,33,32,33,33,33,34,33,33,34,34,34
speed,set010-A3_333.txt,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.59,0.6,0.6,0.61,0.59,0.59,0.61,0.59,0.59,0.59,0.79,0.59,0.59,0.79,0.79,0.8
distance,set010-A3_333.txt,10,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,11.31,10.68,10.68,10.68,11.31,11.31,10.68,11.31,11.31,11.31,11.94,11.31,11.31,11.94,11.94,11.94
trough,set010-A3_387.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set010-A3_387.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-A3_387.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set010-A3_391.txt,10,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857
speed,set010-A3_391.txt,10,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
distance,set010-A3_391.txt,10,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24
trough,set010-A3_410.txt,10,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572
speed,set010-A3_410.txt,10,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set010-A3_410.txt,10,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3
trough,set010-A4_101.txt,10,13,13,9,10,10,10,9,10,10,4,9,10,7,4,4,10,4,4,4,4,4,4,4,4,4
speed,set010-A4_101.txt,10,4.28,8.37,0,15.71,4.87,5.71,0,4.79,6.13,0,3.14,5.0,4.28,0,0,6.13,0,0,0,0,0,0,0,0,0
distance,set010-A4_101.txt,10,2.51,3.14,1.26,1.88,3.14,1.88,1.26,2.51,3.77,1.26,1.88,3.14,2.51,1.26,1.26,3.77,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set010-A4_113.txt,10,119,107,28,27,26,56,27,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26
speed,set010-A4_113.txt,10,3.74,4.25,0.42,0.42,0.42,3.34,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
distance,set010-A4_113.txt,10,69.11,61.57,12.57,12.57,12.57,30.16,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57
trough,set010-A4_24.txt,10,125,98,46,43,41,52,43,42,40,40,42,41,40,39,39,40,39,39,39,38,39,39,38,38,38
speed,set010-A4_24.txt,10,2.9,3.13,0.28,0.28,0.28,1.06,0.28,0.28,0.25,0.25,0.28,0.28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
distance,set010-A4_24.txt,10,66.6,51.52,19.48,18.85,17.59,21.99,18.85,18.22,16.96,16.96,18.22,17.59,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96
trough,set010-A4_323.txt,10,2434,2415,2416,2433,2492,2415,2420,2444,2485,2432,2433,2492,2447,2411,2410,2485,2423,2411,2410,2410,2411,2410,2410,2410,2410
speed,set010-A4_323.txt,10,0.35,0.33,0.33,0.36,0.49,0.33,0.34,0.4,0.48,0.36,0.36,0.49,0.39,0.33,0.33,0.47,0.35,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
distance,set010-A4_323.txt,10,1519.23,1507.92,1508.55,1519.23,1558.81,1507.92,1510.43,1527.4,1555.04,1521.74,1519.23,1558.81,1531.17,1509.18,1508.55,1554.41,1516.09,1509.18,1508.55,1508.55,1509.18,1508.55,1508.55,1508.55,1508.55
trough,set010-A4_352.txt,10,717,715,715,715,714,715,715,715,713,713,715,714,713,713,713,713,713,713,713,713,713,713,713,713,713
speed,set010-A4_352.txt,10,0.25,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
distance,set010-A4_352.txt,10,445.46,444.21,444.21,444.21,443.58,444.21,444.21,444.21,442.95,442.95,444.21,443.58,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95
trough,set010-A4_54.txt,10,255,213,24,14,20,45,17,17,18,14,14,16,21,9,7,18,14,7,6,5,9,6,5,4,3
speed,set010-A4_54.txt,10,4.73,4.77,1.05,2.99,5.74,2.74,1.15,3.94,5.7,3.6,2.45,3.78,4.81,4.46,6.7,5.7,3.6,6.56,2.69,0,4.46,6.56,0,0,0
distance,set010-A4_54.txt,10,153.31,127.54,10.05,4.4,8.8,23.25,6.28,6.91,7.54,5.65,5.03,6.28,9.42,2.51,2.51,7.54,5.65,1.88,1.88,1.26,2.51,1.88,1.26,0.63,0.63
trough,set010-B1_236.txt,10,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660
speed,set010-B1_236.txt,10,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
distance,set010-B1_236.txt,10,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42
trough,set010-B1_293.txt,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set010-B1_293.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-B1_293.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set010-B1_324.txt,10,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493
speed,set010-B1_324.txt,10,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
distance,set010-B1_324.txt,10,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51
trough,set010-B1_331.txt,10,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
speed,set010-B1_331.txt,10,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
distance,set010-B1_331.txt,10,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59
trough,set010-B2_116.txt,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
speed,set010-B2_116.txt,10,0.38,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.37,0.37,0.38,0.37,0.37,0.38,0.38,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
distance,set010-B2_116.txt,10,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05
trough,set010-B2_22.txt,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set010-B2_22.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-B2_22.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set010-B2_221.txt,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
speed,set010-B2_221.txt,10,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
distance,set010-B2_221.txt,10,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17
trough,set010-B2_247.txt,10,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134
speed,set010-B2_247.txt,10,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
distance,set010-B2_247.txt,10,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08
