ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,recording_duration,max_speed
100,set002-2-18-2020-A3_100.txt,T1,A-3,A,3,02,0.31,711.39,23.25,78.74,628.28,0.32,2220.83,0.45
17,set002-2-18-2020-A3_17.txt,T1,A-3,A,3,02,0.28,18567.34,5210.49,0,18567.34,1.0,18590.27,0.38
190,set002-2-18-2020-A3_190.txt,T1,A-3,A,3,02,0,0,0.63,0,0,0,2081.83,0
228,set002-2-18-2020-A3_228.txt,T1,A-3,A,3,02,0.23,15968.93,3664.87,0,15968.93,0.89,17966.47,0.41
4,set002-2-18-2020-A3_4.txt,T1,A-3,A,3,02,0.2,607.42,5.03,0,599.11,0.26,2335.55,0.29
122,set002-2-18-2020-A4_122.txt,T1,A-4,A,4,02,0.32,1302.78,11.31,0,730.25,0.64,2031.83,0.39
130,set002-2-18-2020-A4_130.txt,T1,A-4,A,4,02,0.42,27391.98,11170.55,0,27391.98,0.97,28285.15,0.62
19,set002-2-18-2020-B1_19.txt,T1,B-1,B,1,02,0.4,35039.86,13903.02,0,35036.34,0.99,35473.75,0.62
32,set002-2-18-2020-B1_32.txt,T1,B-1,B,1,02,0.34,213.84,70.37,198.98,198.98,0.07,3234.23,0.46
15,set002-2-18-2020-B2_15.txt,T1,B-2,B,2,02,0.27,75.03,10.68,0,53.44,0.02,3102.51,0.36
164,set002-2-18-2020-B2_164.txt,T1,B-2,B,2,02,0.2,28935.42,5809.89,63.47,28593.62,0.95,30516.39,0.59
329,set002-2-18-2020-B2_329.txt,T1,B-2,B,2,02,0,0,1.26,0,0,0,2371.07,0
106,set002-2-18-2020-B3_106.txt,T1,B-3,B,3,02,0,0,1.26,0,0,0,2111.67,0
147,set002-2-18-2020-B3_147.txt,T1,B-3,B,3,02,0.3,690.3,6.91,0,646.27,0.29,2389.27,0.32
219,set002-2-18-2020-B3_219.txt,T1,B-3,B,3,02,0.32,1293.33,3.14,0,1285.05,0.41,3143.91,0.42
270,set002-2-18-2020-B3_270.txt,T1,B-3,B,3,02,0.25,2472.21,593.12,0,2472.21,0.66,3744.19,0.57
431,set002-2-18-2020-B3_431.txt,T1,B-3,B,3,02,0.23,17464.58,3931.9,0,17464.58,0.98,17790.99,0.42
442,set002-2-18-2020-B3_442.txt,T1,B-3,B,3,02,0.33,25.62,7.54,0,10.14,0.01,1916.91,0.56
14,set002-2-18-2020-B4_14.txt,T1,B-4,B,4,02,0,0,0,0,0,0,1865.75,0
264,set002-2-18-2020-B4_264.txt,T1,B-4,B,4,02,0.23,27294.44,5838.16,0,26128.89,0.93,29231.23,0.36
160,set003-2-19-2020-A2_160.txt,T1,A-2,A,2,03,0,0,0,0,0,0,2109.39,0
238,set003-2-19-2020-A2_238.txt,T1,A-2,A,2,03,0,0,0,0,0,0,2043.11,0
27,set003-2-19-2020-A2_27.txt,T1,A-2,A,2,03,0,0,0,0,0,0,1858.95,0
295,set003-2-19-2020-A2_295.txt,T1,A-2,A,2,03,0.29,11423.82,3189.88,0,8932.38,0.86,13325.27,0.45
322,set003-2-19-2020-A2_322.txt,T1,A-2,A,2,03,0.4,7535.68,2886.41,0,7535.68,0.99,7592.67,0.59
441,set003-2-19-2020-A2_441.txt,T1,A-2,A,2,03,0.44,4296.05,1882.39,0,4296.05,0.96,4473.55,0.59
142,set003-2-19-2020-A3_142.txt,T1,A-3,A,3,03,0.21,19858.54,3975.25,0,19858.54,0.94,21078.79,0.6
204,set003-2-19-2020-A3_204.txt,T1,A-3,A,3,03,0.4,7.75,3.77,0,7.75,0.0,2223.95,0.46
227,set003-2-19-2020-A3_227.txt,T1,A-3,A,3,03,0,0,0,0,0,0,1795.71,0
292,set003-2-19-2020-A3_292.txt,T1,A-3,A,3,03,0,0,0.63,0,0,0,1723.91,0
443,set003-2-19-2020-A3_443.txt,T1,A-3,A,3,03,0.31,3261.14,970.1,0,3230.8,0.78,4160.59,0.46
109,set003-2-19-2020-A4_109.txt,T1,A-4,A,4,03,0,0,0,0,0,0,2031.67,0
11,set003-2-19-2020-A4_11.txt,T1,A-4,A,4,03,0.29,2504.78,666.0,0,2504.78,0.67,3750.95,0.45
12,set003-2-19-2020-A4_12.txt,T1,A-4,A,4,03,0.3,7346.7,2168.89,0,7346.7,0.87,8490.31,0.47
123,set003-2-19-2020-A4_123.txt,T1,A-4,A,4,03,0.29,1369.07,8.17,0,764.44,0.62,2224.91,0.37
196,set003-2-19-2020-A4_196.txt,T1,A-4,A,4,03,0.3,1018.51,57.18,179.4,839.11,0.34,2971.71,0.47
33,set003-2-19-2020-A4_33.txt,T1,A-4,A,4,03,0.23,23288.83,5318.56,0,23288.83,1.0,23317.03,0.54
401,set003-2-19-2020-A4_401.txt,T1,A-4,A,4,03,0,0,0,0,0,0,2074.47,0
444,set003-2-19-2020-A4_444.txt,T1,A-4,A,4,03,0.17,2708.17,448.61,0,2112.74,0.65,4167.87,0.24
326,set003-2-19-2020-B1_326.txt,T1,B-1,B,1,03,0.4,28886.97,11335.79,0,28886.97,1.0,28929.99,0.65
115,set003-2-19-2020-B2_115.txt,T1,B-2,B,2,03,0,0,0,0,0,0,2030.91,0
152,set003-2-19-2020-B2_152.txt,T1,B-2,B,2,03,0,0,0.63,0,0,0,1844.03,0
258,set003-2-19-2020-B2_258.txt,T1,B-2,B,2,03,0,0,0,0,0,0,3707.11,0
28,set003-2-19-2020-B2_28.txt,T1,B-2,B,2,03,0.37,18.55,8.17,0,17.14,0.01,2120.59,0.54
311,set003-2-19-2020-B2_311.txt,T1,B-2,B,2,03,0,0,0,0,0,0,2122.11,0
312,set003-2-19-2020-B2_312.txt,T1,B-2,B,2,03,0.3,2817.15,787.89,0,2815.54,0.56,5064.95,0.49
418,set003-2-19-2020-B2_418.txt,T1,B-2,B,2,03,0.16,16121.83,2227.32,73.65,3763.86,0.74,21724.67,0.66
432,set003-2-19-2020-B2_432.txt,T1,B-2,B,2,03,0.12,997.02,94.24,60.46,149.64,0.34,2969.55,0.24
45,set003-2-19-2020-B2_45.txt,T1,B-2,B,2,03,0.17,1679.45,255.09,127.1,1220.41,0.44,3827.99,0.34
129,set003-2-19-2020-B3_129.txt,T1,B-3,B,3,03,0.34,28.19,10.05,0,17.32,0.01,2120.79,0.43
269,set003-2-19-2020-B3_269.txt,T1,B-3,B,3,03,0.46,28561.11,12702.97,0,27116.46,0.98,29029.67,0.77
395,set003-2-19-2020-B3_395.txt,T1,B-3,B,3,03,0.36,0,1.88,0,0,0,2039.51,0.58
151,set003-2-19-2020-B4_151.txt,T1,B-4,B,4,03,0.33,8022.63,2576.03,0,8022.63,0.96,8346.35,0.44
347,set003-2-19-2020-B4_347.txt,T1,B-4,B,4,03,0.2,22.6,6.28,0,16.73,0.01,3001.71,0.35
412,set003-2-19-2020-B4_412.txt,T1,B-4,B,4,03,0.31,20137.26,6149.17,0,20137.26,0.92,21841.91,0.49
104,set004-2-20-2020-A2_104.txt,T1,A-2,A,2,04,0,0,0.63,0,0,0,2210.31,0
145,set004-2-20-2020-A2_145.txt,T1,A-2,A,2,04,0.41,28304.66,10920.48,0,28304.66,1.0,28427.67,0.68
149,set004-2-20-2020-A2_149.txt,T1,A-2,A,2,04,0.14,10.77,1.88,0,10.77,0.0,2524.95,0.19
274,set004-2-20-2020-A2_274.txt,T1,A-2,A,2,04,0,0,0,0,0,0,2017.51,0
50,set004-2-20-2020-A2_50.txt,T1,A-2,A,2,04,0.12,0,3.14,0,0,0,2243.51,0.12
1,set004-2-20-2020-A3_1.txt,T1,A-3,A,3,04,0.28,2164.03,596.89,0,2164.03,0.89,2436.31,0.44
71,set004-2-20-2020-A3_71.txt,T1,A-3,A,3,04,0.29,30133.94,8329.37,0,28866.08,0.86,34987.67,0.52
167,set004-2-20-2020-A4_167.txt,T1,A-4,A,4,04,0.91,0,1.88,0,0,0,1943.59,0
170,set004-2-20-2020-A4_170.txt,T1,A-4,A,4,04,0.23,9.17,8.17,0,6.17,0.0,2386.27,0.36
244,set004-2-20-2020-A4_244.txt,T1,A-4,A,4,04,0,0,0,0,0,0,2122.31,0
360,set004-2-20-2020-A4_360.txt,T1,A-4,A,4,04,0,0,0,0,0,0,2227.27,0
371,set004-2-20-2020-A4_371.txt,T1,A-4,A,4,04,0.22,2285.77,500.13,0,2285.77,0.92,2492.19,0.33
69,set004-2-20-2020-A4_69.txt,T1,A-4,A,4,04,0.26,35.09,8.8,0,16.59,0.02,2093.31,0.73
132,set004-2-20-2020-B1_132.txt,T1,B-1,B,1,04,0,0,0,0,0,0,2159.71,0
155,set004-2-20-2020-B1_155.txt,T1,B-1,B,1,04,0,0,0,0,0,0,2237.43,0
224,set004-2-20-2020-B1_224.txt,T1,B-1,B,1,04,0.3,1768.03,319.18,0,1166.13,0.38,4611.03,0.44
229,set004-2-20-2020-B1_229.txt,T1,B-1,B,1,04,0,0,0,0,0,0,2363.07,0
334,set004-2-20-2020-B1_334.txt,T1,B-1,B,1,04,0.46,38172.43,17451.03,0,38172.43,1.0,38212.71,0.6
159,set004-2-20-2020-B2_159.txt,T1,B-2,B,2,04,0,0,0,0,0,0,2103.51,0
257,set004-2-20-2020-B2_257.txt,T1,B-2,B,2,04,0.17,299.89,51.52,294.05,294.05,0.13,2233.23,0.23
320,set004-2-20-2020-B2_320.txt,T1,B-2,B,2,04,0,0,0,0,0,0,2545.07,0
376,set004-2-20-2020-B2_376.txt,T1,B-2,B,2,04,0,0,0.63,0,0,0,2171.23,0
406,set004-2-20-2020-B2_406.txt,T1,B-2,B,2,04,0.23,14.47,4.4,0,10.36,0.01,1801.95,0.36
66,set004-2-20-2020-B2_66.txt,T1,B-2,B,2,04,0.21,2305.4,10.68,0,2268.1,0.97,2373.95,0.28
107,set004-2-20-2020-B3_107.txt,T1,B-3,B,3,04,0,0,1.26,0,0,0,2149.63,0
176,set004-2-20-2020-B3_176.txt,T1,B-3,B,3,04,0.18,727.91,3.77,0,725.01,0.31,2347.31,0.22
396,set004-2-20-2020-B3_396.txt,T1,B-3,B,3,04,0.31,620.05,11.94,0,588.12,0.28,2179.59,0.37
425,set004-2-20-2020-B3_425.txt,T1,B-3,B,3,04,0.25,650.76,9.42,0,627.1,0.34,1912.91,0.58
44,set004-2-20-2020-B3_44.txt,T1,B-3,B,3,04,0.4,837.17,12.57,0,790.27,0.32,2599.51,0.98
375,set004-2-20-2020-B4_375.txt,T1,B-4,B,4,04,0.22,31671.89,6699.56,93.46,27292.21,0.67,47308.59,0.35
409,set004-2-20-2020-B4_409.txt,T1,B-4,B,4,04,0.17,21.76,5.65,0,12.75,0.01,2275.39,0.22
216,set005-2-21-2020-A2_216.txt,T1,A-2,A,2,05,0,0,0,0,0,0,2157.75,0
433,set005-2-21-2020-A2_433.txt,T1,A-2,A,2,05,0.44,533.86,21.36,0,454.35,0.27,1989.03,0.51
434,set005-2-21-2020-A2_434.txt,T1,A-2,A,2,05,0,0,0,0,0,0,2145.87,0
